Name,l_deg,b_deg,RA_deg,Dec_deg,dRA_asec,dDec_asec,Peak_mJybm,dPeak_mJybm,Flux_mJy,dFlux_mJy,Angscale_asec,dAngscale_asec,AngscaleDecon_asec,gaussMajor_asec,dGaussMajor_asec,gaussMinor_asec,dGaussMminor_asec,gaussPosangle_deg,dGaussPosangle_deg,RMS_mJybm,Sky_mJybm,Sigma,mType,fArtefact,fCluster,fEdge,fHiNoise,fHi5Sig,fNearBright,fSmoothWeighting,fOverlap7sig,fOverlap5sig
G054.6220-00.0056,054.62196,-00.00558,293.14443,+19.20093,00.13,00.17,00002.97,00000.36,00004.55,00000.73,01.858,00.122,01.1,02.302,00.245,01.500,00.116,16.045,06.836,00.23,0.007,0011.3,G,0,1,0,0,0,0,0,0,0
G054.6233-00.0078,054.62328,-00.00779,293.14715,+19.20103,00.19,00.15,00002.06,00000.30,00002.59,00000.58,01.681,00.160,,01.884,00.277,01.500,00.181,71.622,21.017,00.23,0.008,0008.6,G,0,1,0,0,0,0,0,0,0
G054.6559+00.6203,054.65594,+00.62027,292.58033,+19.53203,00.17,00.17,00001.90,00000.30,00001.90,00000.50,01.500,00.160,,01.500,00.227,01.500,00.227,171.647,90.000,00.24,-0.001,0007.9,G,0,0,0,0,0,0,0,0,0
G054.6599+00.6111,054.65988,+00.61115,292.59083,+19.53111,00.15,00.15,00002.07,00000.30,00002.07,00000.49,01.500,00.139,,01.500,00.197,01.500,00.197,175.147,90.000,00.24,-0.009,0008.7,G,0,0,0,0,0,0,0,0,0
G054.8135+00.7516,054.81348,+00.75161,292.53822,+19.73303,01.45,01.43,00003.73,00000.38,00009.00,00001.55,02.967,00.057,02.6,,,,,,,00.25,-0.011,0014.2,P,0,1,0,0,0,0,0,0,0
G054.8150+00.7530,054.81499,+00.75300,292.53777,+19.73536,01.47,01.57,00003.13,00000.33,00009.23,00001.62,02.830,00.053,02.4,,,,,,,00.25,-0.002,0011.6,P,0,1,0,0,0,0,0,0,0
G054.9066+00.1923,054.90663,+00.19230,293.10648,+19.54574,01.52,01.45,00004.79,00000.46,00005.52,00000.81,01.615,00.033,,,,,,,,00.24,-0.001,0018.7,P,0,1,0,0,0,0,0,0,1
G054.9083+00.1924,054.90827,+00.19244,293.10712,+19.54717,02.81,02.92,00002.30,00000.28,00003.04,00000.62,01.769,00.065,,,,,,,,00.25,0.001,0008.4,P,0,1,0,0,0,0,0,0,1
G054.9683-00.1884,054.96827,-00.18838,293.49147,+19.41560,00.11,00.11,00005.12,00000.52,00005.72,00000.71,01.585,00.063,,01.675,00.098,01.500,00.080,138.326,18.218,00.25,-0.001,0018.4,G,0,1,0,0,0,0,0,1,0
G054.9688-00.1876,054.96875,-00.18759,293.49098,+19.41641,00.10,00.10,00009.58,00000.89,00010.56,00001.05,01.575,00.038,,01.654,00.058,01.500,00.049,119.057,10.740,00.25,-0.002,0038.2,G,0,1,0,0,0,0,0,1,0
G055.1117+00.9234,055.11173,+00.92342,292.52959,+20.07744,01.09,01.07,00004.70,00000.45,00012.29,00001.81,03.462,00.047,03.1,,,,,,,00.25,0.002,0017.5,P,0,0,0,0,0,0,0,0,0
G055.2847-01.0393,055.28471,-01.03927,294.44242,+19.27751,00.12,00.14,00004.93,00000.54,00008.65,00001.13,01.987,00.098,01.3,02.168,00.160,01.821,00.120,01.953,14.501,00.28,-0.007,0017.9,G,0,1,0,0,0,0,0,1,0
G055.2849-01.0381,055.28487,-01.03806,294.44138,+19.27824,00.16,00.15,00003.46,00000.44,00005.59,00000.93,01.907,00.135,01.2,02.128,00.229,01.709,00.156,129.062,16.391,00.28,-0.008,0013.3,G,0,1,0,0,0,0,0,1,0
G055.5797+00.3561,055.57969,+00.35608,293.29974,+20.21418,00.12,00.12,00003.37,00000.39,00003.37,00000.54,01.500,00.086,,01.500,00.122,01.500,00.121,149.923,90.000,00.24,-0.001,0012.7,G,0,1,0,0,0,0,0,1,0
G055.5800+00.3566,055.58004,+00.35658,293.29944,+20.21472,00.14,00.14,00003.15,00000.38,00004.56,00000.74,01.806,00.119,01.0,02.006,00.201,01.626,00.139,130.123,15.875,00.24,0.001,0012.0,G,0,1,0,0,0,0,0,1,0
G055.6361+00.3249,055.63610,+00.32495,293.35786,+20.24849,00.22,00.15,00002.75,00000.38,00004.85,00000.92,01.993,00.172,01.3,02.371,00.322,01.676,00.178,89.433,11.979,00.25,-0.015,0011.3,G,0,1,0,0,0,0,0,0,0
G055.6364+00.3269,055.63640,+00.32687,293.35622,+20.24968,00.24,00.18,00002.27,00000.34,00004.76,00000.96,02.173,00.212,01.6,02.563,00.389,01.842,00.227,70.700,14.620,00.25,-0.015,0010.5,G,0,1,0,0,0,0,0,0,1
G055.7720-00.2483,055.77198,-00.24830,293.96202,+20.08895,00.12,00.11,00004.42,00000.46,00005.97,00000.76,01.744,00.077,,01.942,00.131,01.566,00.089,91.801,09.973,00.24,-0.009,0018.4,G,0,0,0,0,1,0,0,0,0
G055.7737-00.2528,055.77366,-00.25275,293.96704,+20.08824,00.11,00.12,00004.24,00000.46,00004.24,00000.59,01.500,00.073,,01.500,00.110,01.500,00.097,173.040,36.416,00.25,-0.008,0015.0,G,0,0,0,0,1,0,0,0,0
G055.7771-00.2581,055.77708,-00.25812,293.97380,+20.08861,00.15,00.14,00003.34,00000.41,00004.95,00000.80,01.825,00.120,01.0,02.027,00.203,01.642,00.140,59.440,15.869,00.25,-0.009,0012.7,G,0,0,0,0,1,0,0,0,0
G055.8178+00.4308,055.81783,+00.43084,293.35282,+20.45876,00.12,00.14,00003.68,00000.43,00004.78,00000.75,01.711,00.103,,01.951,00.183,01.500,00.114,163.382,11.131,00.27,0.003,0013.6,G,0,1,0,0,0,0,0,0,0
G055.8202+00.4328,055.82021,+00.43277,293.35224,+20.46178,00.10,00.10,00023.38,00002.10,00024.01,00002.19,01.520,00.025,,01.540,00.036,01.500,00.035,158.552,17.267,00.26,-0.003,0085.7,G,0,1,0,0,0,0,0,0,0
G056.0623+00.8847,056.06228,+00.88469,293.05434,+20.89222,02.00,01.39,00002.19,00000.27,00007.59,00001.68,03.027,00.074,02.6,,,,,,,00.26,0.000,0007.5,P,0,0,0,0,0,0,0,0,0
G056.0691+00.8882,056.06911,+00.88816,293.05437,+20.89926,01.25,01.21,00002.60,00000.28,00014.55,00002.85,04.319,00.067,04.0,,,,,,,00.26,-0.012,0009.1,P,0,0,0,0,0,0,0,0,0
G056.3482+00.3926,056.34817,+00.39261,293.66309,+20.90428,00.35,00.35,00018.74,00001.68,00037.64,00003.96,02.833,00.014,02.4,,,,,,,00.23,-0.003,0079.2,P,0,1,0,0,0,0,0,0,0
G056.3488+00.3956,056.34883,+00.39555,293.66098,+20.90601,00.25,00.25,00040.92,00003.65,00058.00,00005.66,02.260,00.008,01.7,,,,,,,00.24,-0.003,0173.1,P,0,1,0,0,0,0,0,0,0
G056.5588-00.4727,056.55882,-00.47274,294.58158,+20.66562,00.71,00.71,00004.86,00000.46,00018.44,00002.46,03.388,00.032,03.0,,,,,,,00.22,-0.009,0021.6,P,0,0,0,0,0,0,0,0,0
G056.6143+00.1710,056.61433,+00.17101,294.00941,+21.02892,00.62,00.57,00009.59,00000.87,00023.95,00003.10,02.741,00.024,02.3,,,,,,,00.22,-0.006,0042.0,P,0,1,0,0,0,0,0,1,0
G056.6163+00.1706,056.61625,+00.17065,294.01110,+21.03033,00.36,00.36,00010.86,00000.98,00041.33,00004.61,03.199,00.016,02.8,,,,,,,00.22,-0.003,0047.5,P,0,1,0,0,0,0,0,1,0
G056.8508+00.9779,056.85078,+00.97786,293.37729,+21.62657,00.48,00.49,00004.43,00000.40,00040.46,00005.41,10.813,00.056,10.7,,,,,,,00.24,-0.008,0017.5,P,0,0,0,0,0,0,0,0,0
G056.8559+00.9711,056.85595,+00.97110,293.38450,+21.62870,00.47,00.68,00002.69,00000.26,00031.45,00005.23,06.410,00.051,06.2,,,,,,,00.24,-0.014,0010.3,P,0,0,0,0,0,0,0,0,0
G056.9090+00.7296,056.90899,+00.72962,293.63925,+21.55798,00.11,00.12,00004.79,00000.50,00005.74,00000.74,01.642,00.071,,01.734,00.111,01.555,00.091,39.162,20.493,00.26,0.001,0017.8,G,0,1,0,0,0,0,0,1,0
G056.9097+00.7295,056.90965,+00.72951,293.63969,+21.55850,00.11,00.11,00006.65,00000.64,00006.65,00000.74,01.500,00.047,,01.500,00.066,01.500,00.066,106.342,90.000,00.26,0.001,0023.6,G,0,1,0,0,0,0,0,1,0
G057.0960-00.5914,057.09603,-00.59139,294.97434,+21.07515,00.16,00.15,00002.34,00000.33,00002.65,00000.58,01.598,00.143,,01.702,00.228,01.500,00.179,57.374,37.538,00.25,0.000,0008.5,G,0,1,0,0,0,0,0,0,0
G057.0978-00.5930,057.09780,-00.59302,294.97680,+21.07589,00.12,00.12,00003.95,00000.44,00004.45,00000.65,01.592,00.084,,01.690,00.132,01.500,00.106,50.314,22.821,00.25,0.010,0015.9,G,0,1,0,0,0,0,0,0,0
G057.3066+00.5467,057.30660,+00.54673,294.01897,+21.81697,00.64,00.62,00002.95,00000.29,00029.86,00004.55,05.210,00.042,05.0,,,,,,,00.26,-0.007,0010.5,P,0,1,0,0,0,0,0,1,0
G057.3077+00.5498,057.30772,+00.54984,294.01725,+21.81891,01.25,01.26,00002.48,00000.28,00013.57,00002.42,03.543,00.054,03.2,,,,,,,00.26,-0.005,0008.7,P,0,1,0,0,0,0,0,1,0
G057.5066-00.0431,057.50658,-00.04307,294.67851,+21.70231,00.11,00.11,00005.85,00000.58,00006.93,00000.80,01.632,00.057,,01.748,00.091,01.524,00.071,86.318,12.397,00.25,0.006,0022.4,G,0,0,0,0,0,0,0,0,0
G057.5111-00.0497,057.51111,-00.04973,294.68714,+21.70298,00.17,00.19,00001.95,00000.32,00002.22,00000.58,01.604,00.178,,01.715,00.285,01.500,00.220,32.217,43.877,00.25,0.022,0007.8,G,0,0,0,0,0,0,0,0,0
G058.1872+00.9312,058.18716,+00.93118,294.12052,+22.77262,00.15,00.13,00004.72,00000.52,00009.34,00001.23,02.109,00.110,01.5,02.606,00.217,01.707,00.109,63.968,05.630,00.28,0.012,0016.1,G,0,1,0,0,1,0,0,0,0
G058.1890+00.9306,058.18896,+00.93055,294.12207,+22.77389,00.10,00.10,00056.01,00004.99,00061.89,00005.54,01.577,00.023,,01.591,00.033,01.562,00.032,61.150,11.822,00.28,0.013,0202.4,G,0,1,0,0,1,0,0,0,0
G058.5300+01.0802,058.53005,+01.08017,294.16091,+23.14457,00.13,00.12,00007.39,00000.85,00008.51,00001.31,01.610,00.092,,01.728,00.147,01.500,00.113,105.870,20.709,00.50,0.013,0013.7,G,0,1,1,1,0,0,0,0,0
G058.5330+01.0815,058.53304,+01.08151,294.16123,+23.14784,00.11,00.11,00016.78,00001.59,00021.27,00002.20,01.689,00.046,,01.820,00.074,01.567,00.058,36.477,08.320,00.51,0.010,0032.6,G,0,1,1,1,0,0,0,0,0
G058.7670-00.7248,058.76704,-00.72478,295.99092,+22.46062,00.79,00.76,00003.14,00000.32,00017.26,00002.39,03.550,00.036,03.2,,,,,,,00.23,-0.001,0012.4,P,0,1,0,0,0,0,0,1,0
G058.7679-00.7235,058.76790,-00.72347,295.99012,+22.46167,00.12,00.12,00004.79,00000.51,00007.74,00000.96,01.908,00.085,01.2,01.995,00.129,01.825,00.111,165.971,25.958,00.23,-0.002,0021.6,G,0,1,0,0,0,0,0,1,0
G058.7691-00.7215,058.76909,-00.72149,295.98914,+22.46319,00.89,00.90,00003.35,00000.33,00015.13,00002.05,03.981,00.042,03.7,,,,,,,00.23,-0.005,0013.4,P,0,1,0,0,0,0,0,1,0
G058.8515-00.8049,058.85150,-00.80491,296.11164,+22.49347,00.24,00.24,00001.91,00000.32,00004.48,00000.99,02.298,00.260,01.7,02.336,00.377,02.262,00.358,108.786,90.000,00.23,-0.003,0008.9,G,0,0,0,0,0,0,0,0,0
G058.9658+00.2197,058.96585,+00.21967,295.20891,+23.10145,00.16,00.15,00051.60,00004.59,00134.89,00013.10,03.506,00.007,03.2,,,,,,,00.21,-0.009,0249.6,P,0,0,0,0,1,0,0,0,0
G058.9687+00.2084,058.96866,+00.20845,295.22080,+23.09858,00.10,00.10,00006.99,00000.66,00006.99,00000.73,01.500,00.040,,01.500,00.056,01.500,00.056,24.920,90.000,00.22,0.016,0029.9,G,0,0,0,0,1,0,0,0,0
G058.9707+00.2003,058.97065,+00.20026,295.22933,+23.09639,00.24,00.23,00033.60,00002.99,00067.74,00006.86,03.288,00.011,02.9,,,,,,,00.22,0.003,0151.8,P,0,0,0,0,1,0,0,0,0
G059.0764+00.0221,059.07638,+00.02211,295.45480,+23.09997,00.12,00.11,00006.03,00000.59,00009.28,00001.02,01.862,00.063,01.1,02.063,00.106,01.680,00.075,74.576,07.887,00.24,-0.004,0025.2,G,0,1,0,0,1,0,0,1,0
G059.0768+00.0216,059.07684,+00.02160,295.45552,+23.10012,00.18,00.24,00001.56,00000.28,00001.95,00000.57,01.677,00.217,,01.875,00.374,01.500,00.246,176.546,29.343,00.23,-0.005,0009.9,G,0,1,0,0,1,0,0,1,0
G059.1108+00.0189,059.11083,+00.01885,295.47643,+23.12828,00.16,00.21,00001.98,00000.29,00002.76,00000.61,01.772,00.171,,02.093,00.322,01.500,00.176,21.143,13.782,00.22,0.002,0009.0,G,0,0,0,0,1,0,0,0,0
G059.1158+00.0183,059.11585,+00.01834,295.47962,+23.13238,00.10,00.10,00035.04,00003.13,00035.04,00003.14,01.500,00.022,,01.500,00.032,01.500,00.031,94.535,64.800,00.21,0.007,0161.3,G,0,1,0,0,1,0,0,1,0
G059.1171+00.0183,059.11710,+00.01831,295.48032,+23.13346,00.18,00.19,00002.46,00000.31,00004.95,00000.80,02.127,00.155,01.5,02.889,00.349,01.566,00.127,42.879,04.904,00.21,0.008,0011.0,G,0,1,0,0,1,0,0,1,0
G059.3839-00.2197,059.38390,-00.21971,295.84925,+23.24674,00.30,00.25,00001.90,00000.30,00006.06,00001.18,02.677,00.280,02.2,03.356,00.547,02.136,00.281,124.254,11.271,00.23,0.009,0008.2,G,0,1,0,0,0,0,0,0,0
G059.3842-00.2229,059.38419,-00.22292,295.85243,+23.24539,00.18,00.16,00001.92,00000.30,00002.11,00000.53,01.571,00.162,,01.645,00.250,01.500,00.209,104.135,60.483,00.23,0.009,0008.3,G,0,1,0,0,0,0,0,0,0
G059.4814-00.3736,059.48135,-00.37356,296.04729,+23.25452,00.14,00.20,00001.79,00000.26,00002.45,00000.52,01.755,00.161,,02.054,00.298,01.500,00.168,171.678,13.985,00.20,0.002,0008.9,G,0,1,0,0,0,0,0,1,0
G059.4814-00.3742,059.48144,-00.37424,296.04797,+23.25426,00.13,00.16,00002.68,00000.32,00004.42,00000.67,01.928,00.119,01.2,02.187,00.206,01.699,00.134,02.730,12.120,00.20,0.000,0012.7,G,0,1,0,0,0,0,0,1,0
G059.5987-00.0694,059.59871,-00.06941,295.82375,+23.50787,00.12,00.11,00007.34,00000.71,00018.05,00001.86,02.353,00.073,01.8,02.453,00.110,02.257,00.097,123.211,18.483,00.25,0.004,0029.9,G,0,0,0,0,0,0,0,0,0
G059.6351-01.0736,059.63509,-01.07356,296.78986,+23.03647,01.99,01.96,00003.19,00000.37,00006.66,00001.22,02.360,00.060,01.8,,,,,,,00.30,-0.010,0009.6,P,0,0,1,0,0,0,0,0,1
G059.8189-00.4775,059.81890,-00.47751,296.32920,+23.49487,00.19,00.22,00002.15,00000.33,00004.12,00000.87,02.079,00.209,01.4,02.315,00.351,01.866,00.245,28.684,24.183,00.23,-0.003,0009.3,G,0,1,0,0,0,0,0,0,0
G059.8198-00.4796,059.81983,-00.47958,296.33166,+23.49464,00.20,00.17,00001.75,00000.28,00002.13,00000.55,01.655,00.183,,01.825,00.309,01.500,00.213,66.272,28.875,00.23,-0.010,0007.5,G,0,1,0,0,0,0,0,1,0
G059.8204-00.4805,059.82037,-00.48050,296.33283,+23.49465,00.16,00.12,00003.53,00000.40,00006.84,00000.93,02.087,00.114,01.5,02.468,00.210,01.764,00.121,89.256,07.769,00.23,-0.009,0015.6,G,0,1,0,0,0,0,0,1,0
G060.0538+00.3043,060.05385,+00.30431,295.71687,+24.08860,00.11,00.11,00006.64,00000.65,00010.04,00001.10,01.843,00.062,01.1,02.017,00.101,01.685,00.075,124.491,08.877,00.26,0.009,0024.9,G,0,1,0,0,0,0,0,1,0
G060.0538+00.3053,060.05385,+00.30529,295.71594,+24.08909,00.12,00.12,00005.19,00000.53,00007.81,00000.95,01.840,00.076,01.1,02.144,00.139,01.579,00.082,132.005,06.280,00.25,0.010,0020.1,G,0,1,0,0,0,0,0,1,0
G060.7862-00.6360,060.78619,-00.63600,297.01103,+24.25114,00.11,00.11,00007.49,00000.74,00008.06,00000.93,01.556,00.054,,01.615,00.081,01.500,00.071,105.853,23.366,00.31,0.031,0023.0,G,0,0,0,0,0,0,0,0,0
G060.8042-00.6321,060.80421,-00.63206,297.01734,+24.26697,00.26,00.24,00002.52,00000.23,00093.54,00010.28,13.676,00.039,13.6,,,,,,,00.27,-0.022,0008.2,P,0,0,0,0,0,0,0,0,0
G061.0812+01.0578,061.08117,+01.05784,295.55833,+25.35442,00.12,00.13,00007.46,00000.85,00008.39,00001.29,01.591,00.090,,01.680,00.140,01.506,00.114,26.228,26.948,00.52,-0.029,0013.0,G,0,1,0,1,0,0,0,0,0
G061.0825+01.0584,061.08248,+01.05843,295.55848,+25.35584,00.16,00.16,00004.42,00000.66,00004.42,00001.07,01.500,00.145,,01.500,00.205,01.500,00.205,178.410,90.000,00.53,-0.033,0008.3,G,0,1,0,1,0,0,0,0,0
G061.1149+01.1747,061.11488,+01.17468,295.46494,+25.44245,00.66,00.66,00011.71,00001.11,00144.24,00022.41,08.675,00.062,08.5,,,,,,,01.19,-0.059,0008.9,P,0,0,1,1,0,0,0,0,0
G061.1222+01.1753,061.12220,+01.17530,295.46793,+25.44816,00.25,00.33,00197.91,00017.63,00245.75,00024.93,02.040,00.009,01.4,,,,,,,01.11,-0.028,0177.8,P,0,0,1,1,0,0,0,0,0
G061.2439-00.2274,061.24388,-00.22739,296.87721,+24.85248,00.21,00.17,00002.23,00000.34,00003.70,00000.80,01.933,00.193,01.2,02.154,00.327,01.735,00.224,71.747,23.744,00.26,0.017,0008.1,G,0,0,0,0,0,0,0,0,0
G061.2653+00.7842,061.26529,+00.78424,295.92234,+25.37816,00.14,00.13,00003.86,00000.43,00007.93,00001.04,02.149,00.112,01.5,02.368,00.184,01.950,00.135,69.257,13.726,00.23,-0.007,0017.6,G,0,0,0,0,0,0,0,0,0
G061.6181+00.3567,061.61805,+00.35670,296.52774,+25.46975,00.40,00.38,00015.41,00001.38,00031.91,00003.31,02.317,00.013,01.8,,,,,,,00.22,-0.000,0067.6,P,0,1,0,0,1,0,0,1,0
G061.6192+00.3552,061.61919,+00.35524,296.52951,+25.47000,00.31,00.32,00017.38,00001.56,00042.03,00004.29,02.563,00.011,02.1,,,,,,,00.22,0.000,0077.0,P,0,1,0,0,1,0,0,1,0
G061.6942+00.9207,061.69419,+00.92075,296.02819,+25.81797,00.12,00.12,00003.79,00000.41,00004.41,00000.60,01.617,00.076,,01.698,00.118,01.540,00.098,76.167,25.101,00.22,-0.003,0016.1,G,0,0,0,0,0,0,0,0,0
G062.0523-00.7281,062.05233,-00.72810,297.80643,+25.29508,00.11,00.11,00005.27,00000.52,00005.27,00000.62,01.500,00.055,,01.500,00.081,01.500,00.074,50.148,41.944,00.23,-0.002,0020.8,G,0,0,0,0,0,0,0,0,0
G062.0643-00.9392,062.06433,-00.93920,298.01382,+25.19752,00.13,00.13,00004.18,00000.46,00006.38,00000.87,01.853,00.096,01.1,01.926,00.145,01.783,00.127,47.714,35.829,00.25,-0.004,0016.4,G,0,0,0,0,0,0,0,0,0
G062.0728-00.9470,062.07280,-00.94698,298.02599,+25.20082,00.20,00.15,00002.42,00000.35,00003.59,00000.74,01.826,00.165,01.0,02.135,00.304,01.562,00.174,99.947,13.944,00.25,0.007,0009.5,G,0,0,0,0,0,0,0,0,0
G062.0781+00.6077,062.07811,+00.60770,296.54309,+25.99363,00.10,00.10,00026.83,00002.40,00034.00,00003.08,01.689,00.027,,01.772,00.040,01.609,00.036,86.272,04.107,00.25,0.002,0108.6,G,0,1,0,0,0,0,0,1,0
G062.0783+00.6091,062.07831,+00.60911,296.54184,+25.99452,00.11,00.10,00011.29,00001.04,00020.45,00001.97,02.019,00.047,01.4,02.604,00.095,01.566,00.046,121.187,01.621,00.25,0.006,0062.3,G,0,1,0,0,0,0,0,1,0
G062.0784+00.6084,062.07835,+00.60840,296.54255,+25.99420,00.10,00.10,00044.92,00004.01,00050.12,00004.49,01.584,00.023,,01.638,00.034,01.533,00.032,141.824,03.638,00.25,0.003,0179.5,G,0,1,0,0,0,0,0,1,0
G062.3592-00.9570,062.35922,-00.95702,298.19828,+25.44234,00.22,00.17,00015.85,00001.41,00139.33,00015.97,09.202,00.021,09.1,,,,,,,00.30,-0.003,0052.3,P,0,1,0,0,1,0,0,1,0
G062.3643-00.9569,062.36427,-00.95693,298.20065,+25.44598,00.12,00.15,00005.48,00000.61,00008.80,00001.20,01.900,00.100,01.2,02.408,00.207,01.500,00.092,22.070,04.784,00.34,0.010,0018.2,G,0,1,0,0,1,0,0,1,0
G062.3652-00.9567,062.36517,-00.95674,298.20098,+25.44686,00.12,00.18,00004.51,00000.55,00006.94,00001.11,01.861,00.124,01.1,02.310,00.249,01.500,00.117,07.915,06.851,00.34,0.021,0026.5,G,0,1,0,0,1,0,0,1,0
G062.3659-00.9566,062.36590,-00.95655,298.20122,+25.44757,00.10,00.10,00044.95,00004.02,00047.42,00004.27,01.541,00.024,,01.583,00.034,01.500,00.032,84.574,05.976,00.35,0.025,0318.6,G,0,1,0,0,1,0,0,1,0
G062.3664-00.9562,062.36642,-00.95623,298.20121,+25.44818,00.10,00.10,00326.41,00029.05,00356.58,00031.74,01.568,00.022,,01.621,00.032,01.516,00.030,177.136,00.661,00.35,0.024,0945.6,G,0,1,0,0,1,0,0,1,0
G062.3714-00.9549,062.37136,-00.95491,298.20248,+25.45262,00.28,00.32,00006.65,00000.60,00101.94,00014.46,08.638,00.033,08.5,,,,,,,00.30,-0.002,0021.4,P,0,1,0,0,1,0,0,0,0
G062.5117+00.5303,062.51165,+00.53033,296.86054,+26.32952,02.16,02.12,00003.45,00000.37,00005.02,00000.94,02.032,00.056,01.4,,,,,,,00.26,-0.007,0012.2,P,0,1,0,0,0,0,0,1,0
G062.5128+00.5302,062.51278,+00.53021,296.86130,+26.33022,02.09,02.16,00002.45,00000.30,00005.25,00000.99,02.154,00.058,01.5,,,,,,,00.26,-0.006,0008.4,P,0,1,0,0,0,0,0,1,0
G062.5827+00.0067,062.58269,+00.00674,297.40397,+26.12593,00.66,00.65,00005.00,00000.47,00024.99,00003.43,03.718,00.033,03.4,,,,,,,00.26,0.001,0018.5,P,0,0,0,0,0,0,0,0,0
G062.5858+00.0116,062.58576,+00.01155,297.40120,+26.13068,00.86,00.91,00005.66,00000.53,00022.45,00003.55,03.484,00.039,03.1,,,,,,,00.26,-0.005,0021.2,P,0,0,0,0,0,0,0,0,0
G062.7624+00.6302,062.76244,+00.63021,296.90555,+26.59643,01.71,01.42,00002.44,00000.30,00008.61,00001.51,02.694,00.054,02.2,,,,,,,00.27,-0.013,0008.1,P,0,1,0,0,0,0,0,0,1
G062.7662+00.6303,062.76617,+00.63026,296.90735,+26.59926,01.17,01.14,00004.04,00000.40,00014.11,00002.39,03.473,00.053,03.1,,,,,,,00.27,-0.019,0013.9,P,0,1,0,0,0,0,0,0,1
G062.9634-00.5099,062.96336,-00.50988,298.11553,+26.18951,00.19,00.20,00002.32,00000.34,00003.54,00000.76,01.852,00.179,01.1,02.287,00.358,01.500,00.169,42.453,10.342,00.26,0.001,0008.3,G,0,0,0,0,1,0,0,0,0
G063.0151+01.0210,063.01505,+01.02097,296.66986,+27.01128,00.15,00.16,00003.08,00000.40,00005.00,00000.86,01.912,00.140,01.2,02.009,00.215,01.821,00.181,178.755,40.112,00.26,0.000,0010.9,G,0,0,0,0,0,0,0,0,0
G063.0200+01.0184,063.02002,+01.01838,296.67517,+27.01428,00.17,00.19,00002.68,00000.38,00004.69,00000.91,01.987,00.174,01.3,02.128,00.277,01.855,00.219,166.694,34.162,00.27,0.001,0009.9,G,0,0,0,0,0,0,0,0,0
G063.0719-00.7764,063.07188,-00.77640,298.43241,+26.14573,00.18,00.18,00001.37,00000.23,00001.37,00000.38,01.500,00.171,,01.500,00.242,01.500,00.242,171.466,90.000,00.20,-0.001,0007.4,G,0,0,0,0,0,0,0,0,0
G063.7126+00.9893,063.71258,+00.98933,297.09633,+27.59762,00.11,00.11,00004.78,00000.49,00005.93,00000.73,01.669,00.067,,01.771,00.105,01.574,00.085,123.169,17.165,00.23,0.002,0019.9,G,0,1,0,0,0,0,0,0,0
G063.7139+00.9880,063.71387,+00.98801,297.09835,+27.59807,00.16,00.16,00001.85,00000.28,00001.85,00000.46,01.500,00.151,,01.500,00.220,01.500,00.209,175.372,90.000,00.23,0.004,0007.2,G,0,1,0,0,0,0,0,0,0
G063.8515+00.0716,063.85153,+00.07164,298.06716,+27.25007,00.47,00.46,00006.06,00000.55,00037.26,00005.00,07.275,00.043,07.1,,,,,,,00.24,-0.010,0024.2,P,0,0,0,0,0,0,0,0,0
G063.8554+00.0635,063.85542,+00.06349,298.07516,+27.24913,00.71,00.90,00002.02,00000.20,00019.85,00003.64,07.236,00.083,07.1,,,,,,,00.24,-0.009,0007.5,P,0,0,0,0,0,0,0,0,0
G063.8686+00.2530,063.86861,+00.25297,297.90047,+27.35765,00.15,00.14,00003.17,00000.39,00004.68,00000.76,01.823,00.121,01.0,01.927,00.188,01.725,00.155,63.273,31.874,00.25,-0.013,0012.8,G,0,1,0,0,0,0,0,1,0
G063.8694+00.2526,063.86936,+00.25257,297.90129,+27.35808,00.19,00.24,00002.21,00000.34,00005.12,00001.02,02.285,00.227,01.7,02.581,00.387,02.022,00.263,160.248,21.125,00.24,-0.017,0008.6,G,0,1,0,0,0,0,0,1,0
G064.0692-00.6491,064.06923,-00.64915,298.88654,+27.06572,00.97,00.82,00005.76,00000.55,00016.42,00002.30,02.824,00.034,02.4,,,,,,,00.28,-0.000,0019.9,P,0,1,0,0,0,0,0,0,0
G064.0731-00.6491,064.07311,-00.64913,298.88841,+27.06855,01.02,01.02,00003.39,00000.36,00014.69,00002.13,03.415,00.044,03.1,,,,,,,00.28,-0.004,0011.2,P,0,1,0,0,0,0,0,0,0
G064.2143-01.0345,064.21433,-01.03454,299.34066,+26.98930,00.11,00.12,00007.06,00000.72,00008.71,00001.07,01.666,00.067,,01.827,00.111,01.519,00.080,147.875,10.611,00.35,0.001,0019.4,G,0,0,0,0,0,0,0,0,0
G064.2187-01.0478,064.21871,-01.04778,299.35590,+26.98615,00.12,00.12,00006.91,00000.75,00007.81,00001.10,01.595,00.079,,01.695,00.125,01.500,00.100,73.395,20.956,00.42,-0.002,0016.0,G,0,0,0,0,0,0,0,0,0
G064.3818-00.7572,064.38182,-00.75723,299.17252,+27.27663,00.10,00.10,00059.72,00005.32,00073.68,00006.58,01.666,00.024,,01.730,00.035,01.605,00.033,67.410,02.103,00.23,-0.000,0254.8,G,0,1,0,0,0,0,0,0,0
G064.3831-00.7582,064.38311,-00.75815,299.17417,+27.27726,00.11,00.11,00007.40,00000.70,00011.90,00001.22,01.902,00.054,01.2,02.162,00.093,01.673,00.062,70.568,04.909,00.23,-0.002,0030.9,G,0,1,0,0,0,0,0,0,0
