Name,l_deg,b_deg,RA_deg,Dec_deg,dRA_asec,dDec_asec,Peak_mJybm,dPeak_mJybm,Flux_mJy,dFlux_mJy,Angscale_asec,dAngscale_asec,AngscaleDecon_asec,gaussMajor_asec,dGaussMajor_asec,gaussMinor_asec,dGaussMminor_asec,gaussPosangle_deg,dGaussPosangle_deg,RMS_mJybm,Sky_mJybm,Sigma,mType,fArtefact,fCluster,fEdge,fHiNoise,fHi5Sig,fNearBright,fSmoothWeighting,fOverlap7sig,fOverlap5sig
G064.4149+00.9513,064.41492,+00.95129,297.53628,+28.18361,00.15,00.18,00003.09,00000.37,00005.81,00000.89,02.055,00.136,01.4,02.814,00.311,01.500,00.109,145.560,04.205,00.25,0.004,0010.8,G,0,0,0,0,0,0,0,0,0
G064.4541-01.1543,064.45415,-01.15433,299.59592,+27.13132,00.35,00.20,00003.47,00000.64,00007.34,00001.90,02.181,00.292,01.6,02.632,00.554,01.807,00.299,89.235,17.280,00.51,-0.007,0007.1,G,0,0,1,1,0,0,0,0,0
G064.4642-01.1407,064.46424,-01.14065,299.58875,+27.14707,00.12,00.12,00006.50,00000.71,00006.50,00000.93,01.500,00.073,,01.500,00.103,01.500,00.103,140.471,90.000,00.40,-0.004,0013.9,G,0,0,1,0,0,0,0,0,0
G064.5654+00.1132,064.56542,+00.11321,298.43942,+27.88411,00.26,00.26,00029.10,00002.60,00060.45,00006.21,02.535,00.011,02.0,,,,,,,00.23,0.002,0126.0,P,0,0,0,0,0,0,0,0,0
G064.5670+00.1068,064.56704,+00.10680,298.44587,+27.88232,00.19,00.21,00019.53,00001.74,00076.97,00007.71,04.179,00.012,03.9,,,,,,,00.23,-0.000,0084.3,P,0,0,0,0,0,0,0,0,0
G064.8525-00.8118,064.85253,-00.81178,299.50171,+27.64984,01.11,01.05,00003.73,00000.38,00012.64,00001.79,02.923,00.038,02.5,,,,,,,00.25,-0.003,0013.8,P,0,1,0,0,0,0,0,0,0
G064.8538-00.8150,064.85382,-00.81499,299.50499,+27.64938,00.47,00.48,00010.67,00000.97,00028.85,00003.21,02.758,00.018,02.3,,,,,,,00.26,-0.003,0040.6,P,0,1,0,0,0,0,0,0,1
G064.8986+00.7475,064.89856,+00.74749,298.01573,+28.49557,00.11,00.11,00007.25,00000.70,00007.90,00000.86,01.566,00.047,,01.635,00.072,01.500,00.062,171.407,17.003,00.26,-0.012,0026.3,G,0,1,0,0,0,0,0,1,0
G064.8989+00.7479,064.89895,+00.74792,298.01554,+28.49613,00.11,00.11,00006.14,00000.61,00006.87,00000.80,01.587,00.055,,01.635,00.082,01.541,00.074,138.067,29.763,00.26,-0.011,0024.7,G,0,1,0,0,0,0,0,1,0
G064.9340-00.2883,064.93405,-00.28832,299.04406,+27.99207,00.11,00.12,00005.53,00000.56,00008.31,00000.96,01.838,00.069,01.1,01.909,00.104,01.769,00.092,161.553,25.420,00.25,-0.005,0021.6,G,0,0,0,0,0,0,0,0,0
G064.9401-00.2881,064.94006,-00.28809,299.04737,+27.99733,00.18,00.16,00002.59,00000.36,00004.06,00000.77,01.877,00.156,01.1,02.127,00.273,01.656,00.176,60.423,16.683,00.25,-0.004,0010.5,G,0,0,0,0,0,0,0,0,0
G064.9444+00.8051,064.94443,+00.80512,297.98608,+28.56447,00.23,00.18,00002.08,00000.32,00003.68,00000.80,01.997,00.206,01.3,02.235,00.351,01.784,00.239,106.895,23.581,00.25,-0.001,0007.1,G,0,0,0,0,0,0,0,0,1
G064.9457-00.6573,064.94566,-00.65732,299.40746,+27.80998,00.19,00.12,00002.81,00000.32,00005.31,00000.74,02.062,00.119,01.4,02.822,00.272,01.507,00.096,76.601,03.674,00.20,-0.001,0013.4,G,0,0,0,0,1,0,0,0,0
G065.0020-00.6755,065.00200,-00.67554,299.45828,+27.84853,00.10,00.10,00035.82,00003.19,00035.82,00003.20,01.500,00.022,,01.500,00.031,01.500,00.031,21.411,90.000,00.17,-0.002,0137.1,G,0,1,0,0,0,0,0,1,0
G065.0029-00.6750,065.00295,-00.67504,299.45842,+27.84953,00.27,00.27,00020.74,00001.85,00036.91,00003.69,02.229,00.009,01.6,,,,,,,00.17,0.003,0123.4,P,0,1,0,0,0,0,0,1,0
G065.0031-00.0828,065.00306,-00.08280,298.88545,+28.15764,00.14,00.15,00003.20,00000.40,00004.25,00000.74,01.728,00.122,,01.822,00.190,01.640,00.157,155.545,35.907,00.27,0.002,0012.1,G,0,1,0,0,0,0,0,1,0
G065.0035-00.0836,065.00354,-00.08355,298.88646,+28.15767,00.11,00.11,00007.79,00000.75,00010.73,00001.13,01.761,00.052,,01.882,00.082,01.648,00.066,100.262,10.589,00.27,0.001,0029.9,G,0,1,0,0,0,0,0,1,0
G065.1596-00.5956,065.15959,-00.59560,299.47421,+28.02467,00.11,00.10,00007.85,00000.74,00008.58,00000.90,01.568,00.044,,01.607,00.064,01.531,00.059,128.267,27.841,00.25,-0.006,0031.7,G,0,0,0,0,1,0,0,0,1
G065.2147-00.8903,065.21471,-00.89028,299.79119,+27.91745,00.17,00.17,00001.29,00000.21,00001.29,00000.36,01.500,00.168,,01.500,00.237,01.500,00.237,19.596,90.000,00.18,0.001,0007.0,G,0,1,0,0,0,0,0,0,0
G065.2164-00.8911,065.21645,-00.89111,299.79303,+27.91849,00.16,00.16,00001.50,00000.22,00001.69,00000.39,01.591,00.150,,01.614,00.219,01.569,00.207,17.287,90.000,00.17,0.001,0007.9,G,0,1,0,0,0,0,0,0,0
G065.3209+00.2325,065.32087,+00.23250,298.76581,+28.59278,00.37,00.33,00008.46,00000.77,00055.57,00006.52,04.118,00.020,03.8,,,,,,,00.26,-0.002,0031.7,P,0,1,0,0,0,0,0,1,0
G065.3231+00.2323,065.32313,+00.23231,298.76720,+28.59437,00.40,00.41,00007.23,00000.67,00043.86,00005.04,03.698,00.020,03.4,,,,,,,00.26,0.000,0026.5,P,0,1,0,0,0,0,0,1,0
