Name,l_deg,b_deg,RA_deg,Dec_deg,dRA_asec,dDec_asec,Peak_mJybm,dPeak_mJybm,Flux_mJy,dFlux_mJy,Angscale_asec,dAngscale_asec,AngscaleDecon_asec,gaussMajor_asec,dGaussMajor_asec,gaussMinor_asec,dGaussMminor_asec,gaussPosangle_deg,dGaussPosangle_deg,RMS_mJybm,Sky_mJybm,Sigma,mType,fArtefact,fCluster,fEdge,fHiNoise,fHi5Sig,fNearBright,fSmoothWeighting,fOverlap7sig,fOverlap5sig
G040.2606-00.2755,040.26063,-00.27546,286.46202,+06.39226,00.12,00.12,00007.03,00000.76,00007.03,00000.99,01.500,00.072,,01.500,00.101,01.500,00.101,176.676,90.000,00.44,-0.003,0015.4,G,0,0,0,0,0,0,0,0,0
G040.3359-01.0102,040.33594,-01.01015,287.15313,+06.12119,00.20,00.19,00003.49,00000.46,00009.12,00001.48,02.426,00.189,01.9,02.904,00.349,02.027,00.201,50.678,10.707,00.33,0.004,0010.1,G,0,0,0,0,0,0,0,0,0
G041.1982+00.0348,041.19816,+00.03480,286.61846,+07.36750,00.50,00.50,00020.45,00001.84,00037.90,00004.42,02.254,00.017,01.7,,,,,,,00.33,0.001,0060.8,P,0,0,0,0,0,0,0,0,0
G041.3540+00.5390,041.35404,+00.53897,286.23888,+07.73755,00.12,00.12,00009.88,00000.96,00033.90,00003.45,02.778,00.089,02.3,03.208,00.152,02.406,00.103,51.610,05.235,00.36,-0.009,0025.1,G,0,0,0,0,1,0,0,0,0
G041.7871+00.4884,041.78711,+00.48840,286.48499,+08.09904,00.12,00.11,00007.24,00000.74,00008.23,00001.02,01.599,00.064,,01.704,00.101,01.500,00.080,87.143,15.633,00.36,-0.007,0019.5,G,0,0,0,0,0,0,0,0,0
G042.6629-00.8648,042.66286,-00.86485,288.10608,+08.25203,00.14,00.17,00005.30,00000.59,00017.51,00002.20,02.726,00.146,02.3,03.060,00.243,02.429,00.174,179.251,11.969,00.34,-0.010,0015.6,G,0,0,0,0,0,0,0,0,0
G043.0281+00.1399,043.02813,+00.13986,287.37563,+09.04029,00.10,00.10,00056.60,00005.05,00109.64,00009.81,02.088,00.031,01.5,02.132,00.045,02.045,00.043,129.124,06.318,00.37,-0.024,0145.7,G,0,0,0,0,1,0,0,0,0
G043.2946-00.6455,043.29464,-00.64553,288.20542,+08.91348,00.10,00.10,00046.82,00004.18,00068.05,00006.11,01.808,00.028,01.0,01.817,00.039,01.800,00.039,53.807,33.488,00.34,0.006,0132.2,G,0,0,0,0,1,0,0,0,0
G043.5793+00.0261,043.57932,+00.02608,287.73577,+09.47666,00.10,00.10,00015.02,00001.37,00016.00,00001.52,01.548,00.031,,01.598,00.046,01.500,00.042,84.843,14.109,00.28,-0.017,0051.2,G,0,0,0,0,0,0,0,0,0
G043.6554-00.8279,043.65543,-00.82793,288.53846,+09.14850,00.11,00.11,00010.94,00001.04,00020.15,00002.05,02.035,00.058,01.4,02.157,00.090,01.920,00.075,123.271,11.648,00.32,-0.001,0032.4,G,0,0,0,0,0,0,0,0,0
G044.6375+00.4827,044.63754,+00.48266,287.82144,+10.62607,00.11,00.11,00010.42,00001.02,00017.45,00001.89,01.941,00.064,01.2,02.112,00.104,01.784,00.079,52.179,09.482,00.39,-0.027,0026.8,G,0,0,0,0,0,0,0,0,0
G045.1801+00.9893,045.18011,+00.98930,287.61907,+11.34130,00.12,00.12,00005.47,00000.59,00005.47,00000.76,01.500,00.070,,01.500,00.100,01.500,00.100,154.844,90.000,00.32,-0.005,0015.2,G,0,0,0,0,0,0,0,0,0
G045.2830-00.6278,045.28297,-00.62781,289.12713,+10.68221,00.11,00.11,00012.52,00001.20,00021.44,00002.22,01.963,00.058,01.3,02.116,00.092,01.822,00.073,97.242,09.327,00.40,0.003,0030.2,G,0,0,0,0,0,0,0,0,0
G046.9747+00.2702,046.97467,+00.27020,289.12118,+12.59745,00.11,00.11,00011.72,00001.13,00018.06,00001.91,01.862,00.057,01.1,01.893,00.082,01.831,00.078,88.679,45.549,00.40,-0.002,0027.4,G,0,0,0,0,0,0,0,0,0
G047.6884-00.3024,047.68842,-00.30236,289.98240,+12.96060,00.10,00.10,00015.03,00001.39,00016.41,00001.64,01.567,00.037,,01.599,00.054,01.536,00.051,74.207,26.370,00.40,0.011,0036.5,G,0,0,0,0,0,0,0,0,0
G047.9875+00.2026,047.98748,+00.20260,289.66812,+13.46141,00.13,00.13,00005.01,00000.57,00006.03,00000.91,01.647,00.093,,01.685,00.136,01.609,00.125,139.351,66.709,00.34,-0.005,0013.1,G,0,0,0,0,1,0,0,0,0
G048.5619+00.9029,048.56189,+00.90289,289.30687,+14.29646,00.15,00.16,00002.51,00000.33,00003.56,00000.66,01.786,00.140,,01.832,00.207,01.742,00.189,12.828,86.519,00.24,-0.002,0009.6,G,0,0,0,0,0,0,0,0,0
G048.6748-00.5350,048.67479,-00.53502,290.67024,+13.72157,00.18,00.15,00003.55,00000.48,00005.89,00001.07,01.932,00.154,01.2,02.232,00.277,01.672,00.168,62.498,13.613,00.33,-0.006,0009.6,G,0,0,0,0,0,0,0,0,0
G048.7319+00.9305,048.73194,+00.93047,289.36361,+14.45972,00.11,00.11,00011.63,00001.09,00018.62,00001.85,01.898,00.048,01.2,01.943,00.071,01.855,00.066,117.603,25.572,00.30,-0.001,0036.9,G,0,0,0,0,0,0,0,0,0
G049.6948+00.8642,049.69479,+00.86425,289.89004,+15.27970,00.10,00.10,00019.78,00001.78,00026.55,00002.44,01.738,00.030,,01.744,00.043,01.731,00.043,26.621,79.783,00.26,-0.006,0074.4,G,0,0,0,0,0,0,0,0,0
G050.0003+00.5072,050.00028,+00.50715,290.36567,+15.38172,00.10,00.10,00014.38,00001.31,00019.51,00001.85,01.747,00.036,,01.803,00.053,01.693,00.049,121.417,13.288,00.27,-0.003,0050.5,G,0,0,0,0,0,0,0,0,0
G050.0405+01.0961,050.04046,+01.09612,289.84548,+15.69367,00.11,00.11,00008.79,00000.83,00017.94,00001.80,02.143,00.059,01.5,02.213,00.087,02.074,00.079,178.509,20.346,00.27,0.005,0032.8,G,0,0,0,0,0,0,0,0,0
G050.0457+00.7683,050.04574,+00.76833,290.14867,+15.54461,00.11,00.11,00008.39,00000.79,00015.57,00001.55,02.044,00.054,01.4,02.108,00.080,01.982,00.073,77.141,20.217,00.23,-0.008,0035.3,G,0,0,0,0,0,0,0,0,0
G050.4802+00.7056,050.48021,+00.70557,290.41839,+15.89854,00.11,00.11,00006.15,00000.61,00007.02,00000.82,01.602,00.057,,01.711,00.091,01.500,00.072,112.757,13.376,00.28,-0.004,0021.3,G,0,0,0,0,0,0,0,0,0
G050.5556+00.0448,050.55560,+00.04475,291.06069,+15.65314,00.17,00.17,00044.37,00003.95,00129.42,00012.39,02.744,00.006,02.3,,,,,,,00.26,-0.002,0171.8,P,0,0,0,0,0,0,0,0,0
G050.8950+00.0572,050.89503,+00.05723,291.21641,+15.95794,00.12,00.11,00005.78,00000.60,00008.96,00001.08,01.868,00.077,01.1,01.978,00.119,01.764,00.098,93.612,18.338,00.27,-0.003,0020.2,G,0,0,0,0,0,0,0,0,0
G051.5095+00.1686,051.50955,+00.16864,291.41876,+16.55141,00.14,00.14,00008.96,00000.80,00153.38,00014.17,07.512,00.009,07.4,,,,,,,00.24,-0.003,0036.0,P,0,0,0,0,0,0,0,0,0
G051.6061+00.9140,051.60607,+00.91405,290.77988,+16.98966,00.10,00.10,00015.61,00001.41,00018.85,00001.76,01.649,00.031,,01.657,00.044,01.640,00.043,129.347,68.929,00.25,-0.002,0061.4,G,0,0,0,0,0,0,0,0,0
G051.8341+00.2838,051.83413,+00.28378,291.47308,+16.89208,00.10,00.10,00033.81,00003.02,00076.00,00006.81,02.249,00.034,01.7,02.333,00.050,02.168,00.046,27.733,04.180,00.23,0.004,0137.9,G,0,0,0,0,0,0,0,0,0
G052.1498-00.3758,052.14980,-00.37583,292.23625,+16.85511,00.10,00.10,00021.39,00001.92,00022.89,00002.08,01.552,00.025,,01.587,00.036,01.517,00.034,54.205,09.821,00.22,0.004,0093.7,G,0,0,0,0,0,0,0,0,0
G055.5070-00.5579,055.50705,-00.55795,294.11216,+19.70669,00.13,00.12,00084.12,00007.49,00203.10,00018.69,02.437,00.003,01.9,,,,,,,00.23,-0.002,0361.0,P,0,0,0,0,0,0,0,0,0
G056.4016-00.9033,056.40163,-00.90331,294.89907,+20.31723,00.10,00.10,00016.02,00001.45,00018.56,00001.72,01.614,00.029,,01.650,00.042,01.580,00.040,70.464,14.233,00.25,-0.001,0064.3,G,0,0,0,0,0,0,0,0,0
G057.5352+00.2266,057.53522,+00.22663,294.44052,+21.85952,00.13,00.14,00003.20,00000.39,00003.89,00000.67,01.654,00.111,,01.823,00.186,01.500,00.129,34.351,17.300,00.25,0.008,0013.1,G,0,0,0,0,0,0,0,0,0
G058.1591-00.5499,058.15915,-00.54990,295.50043,+22.01983,00.13,00.17,00002.80,00000.36,00003.81,00000.70,01.751,00.133,,02.029,00.242,01.511,00.142,164.824,12.433,00.25,-0.001,0011.1,G,0,0,0,0,0,0,0,0,0
G058.6410+00.9196,058.64101,+00.91962,294.37222,+23.16294,00.11,00.12,00004.70,00000.49,00005.28,00000.67,01.590,00.067,,01.685,00.104,01.500,00.084,175.231,18.237,00.24,0.007,0019.1,G,0,0,0,0,0,0,0,0,0
G059.3987-00.7880,059.39875,-00.78799,296.39257,+22.97572,00.10,00.10,00013.50,00001.23,00029.92,00002.79,02.233,00.045,01.7,02.375,00.070,02.099,00.059,02.565,06.536,00.25,0.000,0049.8,G,0,0,0,0,0,0,0,0,0
G059.8236-00.5361,059.82358,-00.53610,296.38705,+23.46956,00.10,00.10,00024.72,00002.21,00031.61,00002.86,01.696,00.027,,01.750,00.040,01.643,00.037,12.628,06.394,00.24,-0.002,0102.9,G,0,0,0,0,0,0,0,0,0
G060.8480-00.8954,060.84796,-00.89544,297.29066,+24.17313,00.14,00.17,00002.41,00000.34,00002.87,00000.62,01.636,00.146,,01.784,00.242,01.500,00.174,00.560,26.555,00.27,0.006,0008.0,G,0,0,0,0,0,0,0,0,0
G060.9866-00.5698,060.98660,-00.56981,297.05950,+24.45752,00.11,00.11,00005.77,00000.57,00007.15,00000.81,01.670,00.058,,01.686,00.083,01.654,00.080,34.086,90.000,00.23,-0.007,0023.3,G,0,0,0,0,0,0,0,0,0
G062.4936-00.2699,062.49361,-00.26992,297.61880,+25.90828,00.12,00.12,00006.88,00000.67,00020.25,00002.08,02.574,00.081,02.1,02.698,00.123,02.454,00.108,14.310,16.684,00.23,0.009,0030.8,G,0,0,0,0,0,0,0,0,0
G062.7551-00.7262,062.75514,-00.72623,298.20341,+25.89981,00.11,00.11,00007.02,00000.67,00016.15,00001.65,02.274,00.067,01.7,02.358,00.101,02.194,00.090,163.479,20.255,00.23,0.004,0028.9,G,0,0,0,0,0,0,0,0,0
G063.0455+00.5977,063.04549,+00.59774,297.09695,+26.82414,00.25,00.16,00002.55,00000.37,00005.23,00001.02,02.150,00.202,01.5,02.587,00.382,01.786,00.208,92.240,12.284,00.29,0.000,0007.9,G,0,0,0,0,0,0,0,0,0
G063.8893+00.1229,063.88925,+00.12292,298.03792,+27.30865,00.49,00.48,00004.38,00000.42,00033.04,00003.94,04.017,00.024,03.7,,,,,,,00.25,-0.001,0016.9,P,0,0,0,0,0,0,0,0,0
