Name,l_deg,b_deg,RA_deg,Dec_deg,dRA_asec,dDec_asec,Peak_mJybm,dPeak_mJybm,Flux_mJy,dFlux_mJy,Angscale_asec,dAngscale_asec,AngscaleDecon_asec,gaussMajor_asec,dGaussMajor_asec,gaussMinor_asec,dGaussMminor_asec,gaussPosangle_deg,dGaussPosangle_deg,RMS_mJybm,Sky_mJybm,Sigma,mType,fArtefact,fCluster,fEdge,fHiNoise,fHi5Sig,fNearBright,fSmoothWeighting,fOverlap7sig,fOverlap5sig
G024.6775+00.5493,024.67745,+00.54934,278.58325,-07.08821,00.23,00.23,00060.41,00005.38,00075.46,00007.57,01.794,00.007,,,,,,,,00.30,0.011,0197.6,P,0,0,0,0,0,0,0,0,0
G026.4700+00.0209,026.46996,+00.02088,279.88435,-05.73895,00.10,00.10,00025.54,00002.31,00036.46,00003.37,01.792,00.033,,01.858,00.049,01.729,00.044,10.051,08.938,00.39,0.049,0065.4,G,0,0,0,0,0,0,0,0,0
G026.6412-00.0386,026.64117,-00.03860,280.01632,-05.61403,00.13,00.13,00003.83,00000.48,00003.83,00000.70,01.500,00.102,,01.500,00.144,01.500,00.144,158.149,90.000,00.32,0.014,0009.8,G,0,0,0,0,1,0,0,0,0
G026.7872-00.3585,026.78718,-00.35851,280.36927,-05.63069,00.19,00.23,00002.75,00000.45,00004.78,00001.11,01.980,00.219,01.3,02.154,00.356,01.820,00.266,04.191,34.685,00.35,-0.013,0007.9,G,0,0,0,0,0,0,0,0,0
G027.7610-00.3402,027.76103,-00.34024,280.80015,-04.75631,00.11,00.10,00011.93,00001.13,00013.44,00001.39,01.592,00.043,,01.675,00.066,01.513,00.055,101.535,12.105,00.34,-0.001,0033.5,G,0,0,0,0,0,0,0,0,0
G027.9614-00.7824,027.96144,-00.78245,281.28676,-04.78003,00.17,00.21,00004.01,00000.55,00009.64,00001.66,02.327,00.190,01.8,02.652,00.329,02.041,00.218,156.541,16.034,00.36,-0.022,0012.1,G,0,0,0,0,0,0,0,0,0
G028.0969-00.7811,028.09694,-00.78108,281.34759,-04.65884,00.12,00.12,00007.75,00000.80,00013.01,00001.54,01.943,00.079,01.2,01.996,00.117,01.892,00.107,11.500,39.896,00.36,-0.004,0022.9,G,0,1,0,0,0,0,0,0,0
G028.1001-00.7804,028.10007,-00.78042,281.34844,-04.65576,00.12,00.13,00006.38,00000.68,00010.03,00001.30,01.881,00.089,01.1,02.121,00.153,01.667,00.102,27.647,09.592,00.35,-0.007,0017.4,G,0,1,0,0,0,0,0,0,0
G028.5678-00.7959,028.56783,-00.79589,281.57633,-04.24665,00.12,00.11,00007.00,00000.73,00008.01,00001.02,01.605,00.067,,01.716,00.107,01.500,00.084,87.515,15.667,00.36,0.008,0017.8,G,0,0,0,0,0,0,0,0,0
G028.9327-00.5549,028.93268,-00.55488,281.52823,-03.81204,00.15,00.23,00003.36,00000.53,00004.65,00001.11,01.764,00.187,,02.075,00.350,01.500,00.194,08.095,15.652,00.41,-0.015,0007.4,G,0,0,0,0,0,0,0,0,0
G028.9841-00.2948,028.98412,-00.29484,281.31990,-03.64758,00.12,00.13,00005.93,00000.68,00006.50,00001.02,01.571,00.091,,01.645,00.140,01.500,00.118,173.835,33.258,00.43,0.003,0013.1,G,0,0,0,0,0,0,0,0,0
G029.7162-00.3179,029.71620,-00.31793,281.67519,-03.00676,00.10,00.10,00034.12,00003.06,00036.01,00003.28,01.541,00.025,,01.558,00.036,01.524,00.036,69.273,33.282,00.42,-0.024,0079.1,G,0,0,0,0,1,0,0,0,0
G029.7188-00.0316,029.71880,-00.03156,281.42124,-02.87374,00.10,00.10,00017.17,00001.58,00019.09,00001.87,01.582,00.035,,01.596,00.050,01.567,00.049,132.704,53.712,00.40,0.038,0041.3,G,0,0,0,0,0,0,0,0,0
G029.9786+00.0206,029.97860,+00.02064,281.49348,-02.61876,00.13,00.13,00006.49,00000.78,00006.49,00001.12,01.500,00.095,,01.500,00.135,01.500,00.135,01.373,90.000,00.58,0.011,0011.5,G,0,0,0,1,0,0,0,0,0
G029.9822-00.7087,029.98223,-00.70872,282.14494,-02.94828,00.19,00.19,00002.77,00000.45,00003.50,00000.89,01.686,00.187,,01.776,00.291,01.600,00.239,140.291,57.553,00.36,0.003,0007.9,G,0,0,0,0,0,0,0,0,0
G030.2357-00.5719,030.23570,-00.57186,282.13871,-02.66031,00.13,00.13,00004.35,00000.53,00004.35,00000.78,01.500,00.099,,01.500,00.141,01.500,00.141,04.503,90.000,00.37,0.001,0011.7,G,0,0,0,0,0,0,0,0,0
G030.4461-00.2149,030.44610,-00.21495,281.91684,-02.31028,00.12,00.11,00007.10,00000.72,00008.59,00001.05,01.650,00.065,,01.767,00.104,01.541,00.081,83.394,14.384,00.34,-0.016,0020.9,G,0,0,0,0,0,0,0,0,0
G030.6857-00.6308,030.68566,-00.63078,282.39655,-02.28674,00.10,00.11,00012.94,00001.19,00019.04,00001.84,01.819,00.042,01.0,02.206,00.078,01.500,00.044,03.935,02.172,00.31,-0.008,0041.2,G,0,0,0,0,1,0,0,0,0
G030.6994-00.6301,030.69936,-00.63010,282.40179,-02.27435,00.29,00.28,00012.58,00001.13,00082.65,00009.13,05.142,00.019,04.9,,,,,,,00.31,0.000,0040.1,P,0,0,0,0,1,0,0,0,0
G031.1629+00.7147,031.16290,+00.71473,281.41645,-01.24824,00.21,00.18,00002.82,00000.43,00004.06,00000.92,01.799,00.181,,02.157,00.349,01.500,00.181,55.653,12.988,00.33,-0.005,0008.4,G,0,0,0,0,0,0,0,0,0
G031.3917+01.0265,031.39166,+01.02646,281.24345,-00.90244,00.18,00.16,00002.39,00000.38,00002.61,00000.66,01.566,00.165,,01.635,00.253,01.500,00.214,66.531,66.296,00.30,0.001,0007.5,G,0,0,0,0,0,0,0,0,0
G032.2253-01.0291,032.22535,-01.02905,283.45327,-01.09800,00.11,00.11,00007.40,00000.71,00007.40,00000.82,01.500,00.047,,01.500,00.070,01.500,00.064,136.722,32.279,00.27,0.010,0026.1,G,0,0,0,0,0,0,0,0,0
G033.1473+01.0434,033.14726,+01.04343,282.02898,+00.66739,00.10,00.10,00025.72,00002.31,00025.72,00002.36,01.500,00.025,,01.500,00.036,01.500,00.036,20.202,90.000,00.32,-0.002,0077.8,G,0,0,0,0,0,0,0,0,0
G033.4481+00.3182,033.44811,+00.31820,282.81166,+00.60449,00.14,00.14,00003.66,00000.48,00003.66,00000.71,01.500,00.115,,01.500,00.168,01.500,00.157,81.856,90.000,00.34,0.018,0010.5,G,0,0,0,0,1,0,0,0,0
G035.9464+00.3787,035.94640,+00.37873,283.89767,+02.85546,00.13,00.13,00167.58,00014.92,00176.03,00016.35,01.649,00.003,,,,,,,,00.28,0.002,0600.0,P,0,0,0,0,0,0,0,0,0
G036.1233+00.8095,036.12332,+00.80951,283.59455,+03.20934,00.13,00.15,00004.73,00000.56,00007.06,00001.09,01.832,00.113,01.1,02.089,00.200,01.607,00.126,26.858,11.557,00.35,-0.015,0014.4,G,0,0,0,0,0,0,0,0,0
G036.4692-00.2604,036.46922,-00.26043,284.70606,+03.02878,00.10,00.10,00019.13,00001.75,00021.66,00002.09,01.596,00.034,,01.652,00.050,01.542,00.045,115.942,12.685,00.40,-0.011,0046.4,G,0,0,0,0,0,0,0,0,0
G037.1398-01.0988,037.13983,-01.09883,285.75991,+03.24164,00.11,00.12,00007.30,00000.76,00008.08,00001.03,01.578,00.066,,01.660,00.103,01.500,00.085,17.305,21.188,00.38,0.011,0017.7,G,0,0,0,0,0,0,0,0,0
G037.1782+00.6883,037.17815,+00.68826,284.18475,+04.09268,00.17,00.13,00004.78,00000.62,00006.36,00001.16,01.731,00.130,,01.998,00.235,01.500,00.139,91.555,12.627,00.42,0.014,0011.3,G,0,0,0,0,0,0,0,0,0
G037.2781-00.2259,037.27811,-00.22591,285.04516,+03.76404,00.66,00.66,00004.91,00000.49,00049.47,00007.36,05.683,00.049,05.5,,,,,,,00.45,-0.011,0010.0,P,0,0,0,1,1,0,0,0,0
G037.3240+00.2255,037.32404,+00.22547,284.66430,+04.01116,00.14,00.14,00003.34,00000.44,00003.34,00000.68,01.500,00.117,,01.500,00.166,01.500,00.166,04.024,90.000,00.34,-0.003,0009.3,G,0,0,0,0,0,0,0,0,0
G037.3639+00.6815,037.36386,+00.68151,284.27574,+04.25482,00.12,00.12,00006.81,00000.73,00007.66,00001.04,01.592,00.075,,01.689,00.117,01.500,00.094,150.341,20.318,00.39,0.017,0016.0,G,0,0,0,0,0,0,0,0,0
G037.5571-00.1724,037.55712,-00.17241,285.12585,+04.03661,00.15,00.15,00003.82,00000.53,00003.82,00000.81,01.500,00.131,,01.500,00.200,01.500,00.173,120.206,60.786,00.38,0.001,0009.1,G,0,0,0,0,0,0,0,0,0
G037.8294+00.7571,037.82939,+00.75713,284.42139,+04.70362,01.14,01.11,00006.91,00000.66,00011.80,00001.57,01.988,00.030,01.3,,,,,,,00.33,0.010,0020.2,P,0,1,0,0,0,0,0,1,0
